participant,wcst_RT,fitts_mean_deviation,nback_status,nback_reaction_time_ms,navon_perc_correct,navon_reaction_time_ms,corsi_block_span
875596.0,2319.78,-1497.4,0.4,1578.9,0.07692307692307693,3541.333333333333,6.0
875693.0,2955.25,-135.05,0.725,2121.1875,0.7243589743589745,1465.3621794871797,3.0
882397.0,1551.46,-1500.25,0.6625,1858.2125,0.8814102564102564,964.5897435897436,7.0
889197.0,2124.04,-149.7,0.825,2369.875,0.5384615384615384,1144.4615384615386,5.0
889968.0,1519.85,-189.45,0.8375,2513.4625,0.7980769230769231,715.4807692307693,8.0
891096.0,1512.87,-25.55,0.875,2488.2125,0.7980769230769231,1031.5865384615386,5.0
892549.0,1294.19,-335.55,0.9125,2369.25,0.45833333333333337,803.7916666666667,5.0
895200.0,1370.16,-2.85,0.8375,2492.1375,0.23397435897435898,1367.3141025641025,9.0
895883.0,1748.98,-143.7,0.9,2175.275,0.0,699.6538461538462,0.0
896860.0,2363.19,-269.65,0.7875,2819.9125,0.6858974358974359,2342.3397435897436,3.0
897924.0,1189.05,-86.15,0.9125,2115.1625,0.9615384615384616,784.2788461538462,7.0
905859.0,2304.91,-931.6,0.45,613.575,0.0,193.00641025641025,0.0
919015.0,1528.54,-170.75,0.8625,2365.3625,0.6762820512820513,800.5544871794872,6.0
924198.0,2395.95,-251.7,0.5,1477.0875,0.46153846153846156,1455.1923076923076,0.0
929907.0,1418.0,-110.8,0.8875,2166.9875,0.6845238095238095,884.3035714285714,5.0
934851.0,2975.13,-1313.75,0.675,2922.8375,0.0,4000.0,0.0
936870.0,1891.87,-115.4,0.7625,2523.2125,0.7564102564102564,1228.375,8.0
937746.0,1734.02,-186.85,0.7375,3000.0,0.7147435897435898,780.2628205128206,7.0
941737.0,2631.68,-782.75,0.55,2006.0875,0.5608974358974359,498.400641025641,0.0
948158.0,1761.87,-31.3,0.8875,2220.0125,0.8846153846153846,886.6153846153845,0.0
948299.0,1978.24,-145.0,0.825,2241.175,0.7692307692307692,917.2051282051282,2.0
948779.0,1287.13,-58.2,0.9875,2184.5,0.7596153846153846,821.8717948717949,6.0
951022.0,1264.49,11.95,0.8375,2502.225,0.8397435897435898,711.1474358974359,7.0
951797.0,1763.24,-153.25,0.35,1271.5875,0.4807692307692308,473.9871794871795,0.0
952799.0,1638.86,-90.65,0.825,1932.55,0.5,2486.333333333333,5.0
960412.0,2120.01,-64.75,0.725,1671.4625,0.75,1309.5,5.0
963191.0,2805.06,-180.4,0.9875,2340.5625,0.9198717948717949,947.8653846153846,6.0
971229.0,1073.83,-66.85,0.9875,2066.5125,0.8869047619047619,718.8333333333333,6.0
976061.0,1933.94,-106.6,0.9,2121.2125,0.9230769230769231,919.8846153846154,5.0
977008.0,2870.94,-263.85,0.725,3000.0,0.6923076923076923,1308.8076923076924,0.0
978676.0,1911.29,-590.4,0.6625,2839.1875,0.0,1128.8141025641025,6.0
979785.0,1180.42,-28.25,0.925,2147.4625,0.842948717948718,784.9807692307693,5.0
984020.0,1861.95,-316.5,0.9625,2106.325,0.9615384615384616,724.6153846153845,7.0
987993.0,1723.13,-1168.0,0.5375,1711.9,0.47023809523809523,819.1190476190476,4.0
998593.0,3375.14,-1144.45,0.5625,2428.75,0.5160256410256411,2136.673076923077,0.0
