participant,wcst_RT,fitts_mean_deviation,nback_status,nback_reaction_time_ms,navon_perc_correct,navon_reaction_time_ms,corsi_block_span
100934.0,1795.16,-5.7,0.9,2225.9125,0.3141025641025641,631.176282051282,4.0
103322.0,1406.27,-203.05,0.925,2373.625,0.9198717948717949,979.7596153846154,6.0
107700.0,1415.35,-342.65,0.95,2138.775,0.9198717948717949,710.9583333333333,6.0
117200.0,1154.5,-85.05,0.775,2403.75,0.29166666666666663,691.0,4.0
117306.0,2044.93,-141.8,0.975,2343.2625,0.7628205128205128,1290.3333333333335,5.0
120307.0,1625.7,-283.6,0.925,2390.7125,0.8511904761904762,965.25,6.0
122240.0,2023.51,-60.1,0.8875,2060.45,0.9230769230769231,846.9903846153846,5.0
130202.0,1637.83,-386.15,0.725,3000.0,0.45833333333333337,612.125,6.0
130501.0,1679.83,-1031.05,0.55,2336.4125,0.40705128205128205,1072.4839743589744,4.0
135202.0,2550.96,-332.1,0.55,2935.45,0.641025641025641,955.573717948718,6.0
136469.0,1463.64,28.3,0.95,2253.9125,0.8012820512820513,765.8076923076924,7.0
140183.0,2305.72,-300.3,0.775,2353.275,0.46153846153846156,1168.3076923076924,0.0
141199.0,2111.77,-691.95,0.5625,2436.75,0.27884615384615385,2367.621794871795,0.0
152049.0,1539.14,-178.7,0.6,1360.2,0.8461538461538463,949.1923076923076,7.0
153366.0,1539.97,-402.15,0.9375,2048.5,0.8461538461538461,1148.7692307692307,6.0
157836.0,2885.28,-221.0,0.7375,2723.725,0.6314102564102564,1118.4807692307693,0.0
160188.0,2819.98,-346.35,0.8375,2236.3125,0.6794871794871795,1519.272435897436,4.0
165654.0,1177.77,-124.4,0.925,2216.725,0.75,590.5416666666666,6.0
174705.0,1363.04,-114.3,0.9625,2403.6,0.9166666666666667,762.5128205128206,6.0
183102.0,2113.56,-205.55,0.8375,2422.4375,0.8814102564102564,1279.400641025641,6.0
188798.0,1871.75,-323.05,0.9625,2569.575,0.8333333333333333,949.022435897436,0.0
190562.0,1761.66,-75.6,0.9,2309.225,0.6794871794871795,994.0096153846154,6.0
193611.0,2076.9,-173.25,0.675,3000.0,0.842948717948718,920.5032051282051,2.0
195458.0,1482.7,-279.05,0.6875,1817.875,0.7692307692307693,825.9615384615385,5.0
196015.0,1640.14,-137.9,0.65,1959.1125,0.0,4000.0,0.0
203965.0,1728.37,-255.0,0.6625,2222.1875,0.9198717948717949,1186.5384615384614,5.0
208212.0,1663.26,-124.0,0.9625,2254.8375,0.8365384615384616,906.8717948717949,5.0
211021.0,1362.53,-292.75,0.8375,2293.1375,0.9615384615384616,775.0801282051282,6.0
216377.0,1227.01,-112.25,0.9625,2262.2,0.5384615384615384,698.8461538461538,6.0
216437.0,2035.18,-132.85,0.6375,2095.9375,0.625,1032.7083333333335,0.0
217762.0,1955.94,-623.15,0.8625,2440.5375,0.9166666666666667,1967.7916666666665,6.0
223984.0,1519.99,-255.2,0.975,2216.85,0.875,881.6666666666667,7.0
223992.0,1389.76,-67.5,0.9,1929.2,0.6794871794871795,765.2051282051282,7.0
226288.0,1379.52,-65.2,0.55,2150.3875,0.375,270.8154761904762,2.0
234513.0,2144.51,-246.35,0.95,2325.1625,0.9166666666666667,849.875,5.0
235651.0,1700.48,-138.0,0.925,2326.4875,1.0,905.8589743589744,4.0
247707.0,2379.47,-930.25,0.7375,2986.1,0.358974358974359,1162.451923076923,0.0
250040.0,1293.54,-69.6,0.7,3000.0,0.5178571428571428,252.11309523809524,5.0
256218.0,1471.62,-120.35,0.875,2308.5,0.8846153846153846,713.8076923076924,5.0
260309.0,1656.84,-205.1,0.75,2383.575,0.3621794871794872,434.56410256410254,5.0
271279.0,1249.54,-131.0,0.7375,2243.0875,0.6378205128205128,781.2724358974359,4.0
276141.0,1630.38,-248.55,0.6,2816.5,0.625,1390.4583333333335,6.0
279127.0,1774.18,-192.0,0.9,2414.65,0.7628205128205128,949.5576923076924,5.0
291694.0,2187.72,-379.8,0.7,2774.2375,0.40705128205128205,2526.426282051282,0.0
291756.0,1419.04,-138.45,0.9625,2389.8,0.8012820512820513,994.2147435897436,6.0
293551.0,1908.61,-127.5,0.675,2501.775,0.7596153846153846,1918.3301282051284,0.0
293897.0,1364.93,-115.25,0.9125,2420.925,0.46153846153846156,1044.2307692307693,4.0
296742.0,1414.16,-118.5,0.825,2172.4875,0.7083333333333333,753.1666666666667,6.0
299933.0,1765.13,-540.3,0.7625,2754.3875,0.7692307692307693,970.5,0.0
304171.0,1980.31,-34.35,0.7625,2657.5125,0.717948717948718,1003.8365384615385,4.0
311536.0,1812.22,-194.3,0.8625,1980.6625,0.7916666666666666,732.2916666666666,6.0
316448.0,1712.69,-203.3,0.275,783.65,0.3333333333333333,852.25,3.0
317920.0,2064.8,-27.8,0.6875,1843.0875,0.6428571428571428,983.0119047619048,6.0
321015.0,1725.36,-192.15,0.7625,2447.8875,0.8461538461538461,666.1153846153846,5.0
327094.0,2099.58,-1511.35,0.375,595.9875,0.038461538461538464,3848.8846153846152,0.0
332088.0,2002.37,-591.95,0.35,664.325,0.6762820512820513,224.96153846153845,0.0
352526.0,1940.4,-176.35,0.875,2233.925,0.9615384615384616,807.698717948718,7.0
355131.0,1981.08,-82.9,0.7625,2430.4125,0.7243589743589745,1535.2564102564102,0.0
357250.0,1579.65,-616.35,0.3875,1000.2875,0.5256410256410257,550.0320512820513,0.0
358099.0,2121.22,-116.75,0.9125,2312.575,0.8461538461538461,1156.6538461538462,7.0
358494.0,1362.32,-85.1,1.0,2143.2625,0.7948717948717949,1002.5384615384615,7.0
360939.0,1273.37,-153.8,0.8125,2002.8375,0.7083333333333333,663.9166666666667,5.0
362780.0,1765.66,-167.9,0.3125,496.2125,0.75,221.41666666666666,5.0
364516.0,2368.68,-302.9,0.6625,2660.2125,0.0,4000.0,0.0
371360.0,1836.42,-1434.95,0.9375,2548.85,0.5,1425.1538461538462,0.0
377849.0,2264.23,-186.15,0.8875,2552.05,0.30952380952380953,828.922619047619,4.0
379824.0,2727.64,-840.85,0.4375,1352.3,0.47435897435897434,939.9358974358975,0.0
388021.0,1227.45,-55.75,0.8375,1984.3625,0.6666666666666667,780.875,6.0
388850.0,1243.94,-152.3,0.975,2194.9,0.6153846153846154,831.0384615384614,8.0
393191.0,979.31,-47.55,0.9125,2492.675,0.9230769230769231,1111.7307692307693,7.0
397451.0,1386.95,-51.6,0.9125,2158.2875,0.641025641025641,819.7371794871794,7.0
402320.0,2015.81,-203.6,0.95,2332.8125,0.8846153846153846,749.6538461538462,5.0
406595.0,2189.89,-278.0,0.5125,1091.5375,0.27564102564102566,963.0673076923076,0.0
412246.0,2151.25,-143.05,0.675,1496.2875,0.5,2345.730769230769,0.0
414065.0,2316.99,-351.85,0.6125,2975.55,0.6442307692307692,1628.1602564102564,0.0
414391.0,2101.66,-149.45,0.4375,1853.8375,0.0,3556.0608974358975,5.0
420839.0,1943.61,-301.6,0.7875,2011.0375,0.8333333333333333,1262.4166666666665,5.0
431418.0,1717.69,-228.05,0.7875,2505.9375,0.5,1100.4166666666665,6.0
433277.0,1323.18,-985.85,0.5125,1035.725,0.7083333333333334,873.4583333333333,6.0
438401.0,972.01,-23.95,0.9625,2155.3375,0.8397435897435898,934.75,6.0
438446.0,1238.83,-84.45,0.725,3000.0,0.4807692307692308,671.7307692307693,6.0
438865.0,1473.57,-294.2,0.9875,2110.675,0.7596153846153846,736.9455128205128,4.0
438964.0,1900.02,-344.75,0.3625,1254.0125,0.45833333333333337,657.125,0.0
440534.0,1652.96,-177.35,0.8,2064.1875,0.4391025641025641,1366.3653846153848,5.0
445799.0,1793.94,-222.7,0.8875,2363.9625,0.8365384615384616,1268.1153846153848,4.0
459223.0,1359.07,-208.7,0.8875,2259.0625,0.625,891.5,6.0
461272.0,1085.11,-41.9,0.625,2228.2125,0.46153846153846156,351.96153846153845,6.0
461852.0,1467.63,-196.8,0.725,1574.95,0.7916666666666666,834.1666666666667,4.0
464878.0,1628.19,-138.1,0.3625,610.3625,0.5192307692307692,958.3365384615385,0.0
467445.0,2170.26,-460.35,0.375,1425.5875,0.8814102564102564,1057.8653846153848,0.0
468185.0,1072.0,-136.55,1.0,2285.7125,0.8846153846153846,703.1923076923076,6.0
469441.0,1336.19,-134.1,0.925,2104.1125,0.875,733.8333333333333,7.0
479010.0,1562.88,-622.9,0.4875,1488.6,0.7948717948717949,1246.4711538461538,0.0
484881.0,2724.86,-413.9,0.6375,3000.0,0.5769230769230769,241.5769230769231,0.0
485561.0,1723.33,-180.95,0.975,2157.0625,0.6025641025641025,1629.5833333333335,4.0
486018.0,1425.27,-170.1,0.95,2124.1625,0.9166666666666667,706.3333333333333,4.0
489027.0,1033.48,-118.2,0.95,2181.2,0.9583333333333333,682.6130952380952,6.0
491090.0,1450.58,-0.45,0.9375,2129.125,0.875,803.4166666666666,0.0
493614.0,2775.32,-77.85,0.9375,2164.05,0.6153846153846154,1971.0320512820513,0.0
501414.0,2559.71,-494.6,0.7375,2568.575,0.7980769230769231,1328.323717948718,5.0
506218.0,2123.81,-350.75,0.4125,1451.75,0.4166666666666667,612.6666666666667,6.0
507361.0,2805.91,-1323.6,0.8375,2287.3875,0.25,2309.0,0.0
513724.0,2004.53,-65.9,0.5875,2166.8875,0.3869047619047619,1517.6785714285716,6.0
521567.0,1574.11,-476.75,0.725,2166.0125,0.625,954.1666666666666,7.0
524310.0,1492.65,-266.9,0.7125,2904.5875,0.625,782.1666666666667,6.0
528482.0,3066.08,-228.0,0.9125,2306.925,0.40064102564102566,777.0192307692307,6.0
528653.0,1662.44,-663.05,0.9,2369.8625,0.875,928.0801282051282,6.0
537080.0,1642.9,-277.65,0.675,1721.125,1.0,858.9615384615385,0.0
541645.0,2078.26,-1254.7,0.7125,2051.95,0.9226190476190477,947.7619047619048,0.0
552414.0,1614.98,-58.5,0.7,3000.0,0.6378205128205128,861.5160256410256,0.0
554054.0,2001.72,-251.35,0.925,2200.8875,0.875,1073.6904761904761,5.0
557453.0,1525.4,-307.85,0.7375,1902.4375,0.6474358974358975,687.0320512820513,0.0
559530.0,1508.64,-315.1,0.7125,2907.2875,0.0,4000.0,7.0
564369.0,2486.04,-242.25,0.775,2215.7875,0.23076923076923078,1016.5,5.0
572735.0,1141.1,-119.7,0.9625,2133.5875,0.875,861.5416666666666,6.0
573978.0,1130.95,-275.05,0.7,2290.6625,0.8782051282051282,813.8878205128206,7.0
578085.0,1416.22,-138.6,0.875,2569.675,0.7564102564102564,797.0673076923076,6.0
586518.0,1917.29,-205.6,0.9125,2277.1,0.875,775.5416666666666,6.0
595728.0,3060.87,-1090.55,0.6375,3000.0,0.0,3177.919871794872,0.0
598693.0,1910.54,-271.8,0.6625,1751.2625,0.9230769230769231,791.0,2.0
599007.0,1362.21,43.7,0.925,2214.025,0.8044871794871795,645.1858974358975,8.0
601236.0,1603.3,-175.9,0.925,2203.3375,0.8846153846153846,965.4615384615385,8.0
601407.0,1199.79,-90.05,1.0,2209.2125,0.9166666666666667,703.4583333333333,6.0
612204.0,1568.43,-114.25,0.625,1712.15,1.0,1032.6666666666667,0.0
615351.0,1160.71,-96.95,0.9625,2288.875,0.8333333333333333,719.5,4.0
622387.0,1559.76,-1034.95,0.3875,1298.575,0.5357142857142857,495.32738095238096,0.0
628718.0,1269.06,-69.85,0.9,2067.4,0.8365384615384616,714.0480769230769,0.0
632838.0,2138.14,-843.45,0.55,1742.7625,0.47756410256410253,732.676282051282,5.0
640181.0,1707.59,-266.0,0.7,1750.9,0.3621794871794872,1624.2628205128203,4.0
644865.0,1242.58,-21.85,1.0,2450.5875,0.9615384615384616,671.8076923076923,7.0
647658.0,2077.6,-207.4,0.875,2526.9,0.8782051282051282,1109.1923076923076,5.0
652890.0,1866.38,-59.7,0.95,1893.65,0.7916666666666666,898.7916666666667,5.0
657902.0,1776.56,-166.95,0.5375,1507.275,0.3557692307692308,746.9839743589744,0.0
663372.0,1588.67,-242.1,0.7625,2003.9125,0.9198717948717949,733.8814102564102,4.0
663604.0,870.17,-1375.0,0.95,2133.5125,0.6666666666666667,797.7083333333333,5.0
664687.0,1516.24,-377.65,0.6625,2967.5125,0.9230769230769231,982.7435897435897,6.0
667664.0,1431.42,-4.4,0.6875,1915.6,0.6314102564102564,897.4391025641025,8.0
672956.0,1306.53,-155.5,0.9625,2337.8,0.75,633.3333333333333,6.0
674647.0,1032.24,-1213.0,0.8875,2339.8875,0.7211538461538461,715.0160256410256,7.0
678629.0,1029.59,-218.75,0.6375,3000.0,0.8452380952380952,684.2559523809524,8.0
684712.0,1495.98,-331.2,0.9125,2307.4125,0.9615384615384616,800.4038461538462,6.0
685375.0,1687.12,-195.0,0.9375,2194.9875,0.5384615384615384,855.4230769230769,5.0
690573.0,2510.04,-586.0,0.575,1620.1375,0.5769230769230769,1287.923076923077,0.0
699794.0,1180.52,-129.0,0.8875,2545.25,0.7916666666666666,932.5833333333333,6.0
701738.0,1682.64,-311.4,0.6375,2802.0125,0.0,4000.0,0.0
702467.0,1932.41,-136.35,0.375,1140.325,0.6858974358974359,497.025641025641,3.0
706034.0,1443.89,-55.0,0.8125,2024.9,0.8076923076923077,848.0769230769231,5.0
709209.0,1582.75,-269.05,0.95,2500.4125,0.8365384615384616,822.6282051282051,0.0
709691.0,1906.39,-157.7,0.8625,2045.2125,0.8397435897435898,1108.8653846153848,0.0
717182.0,1401.54,-139.85,0.6,3000.0,0.8397435897435898,996.0256410256411,6.0
720294.0,1399.73,-78.25,0.95,2442.5375,0.7307692307692308,890.8076923076923,0.0
722252.0,1204.12,-252.4,0.925,1888.3125,0.9230769230769231,795.150641025641,5.0
722573.0,2892.26,-276.8,0.7625,2619.7625,0.6858974358974359,1311.522435897436,0.0
723258.0,1818.86,-648.65,0.9375,2462.1375,0.7948717948717949,1844.9166666666665,6.0
726906.0,5764.83,-865.75,0.5,2218.2125,0.0,4000.0,0.0
737724.0,1640.77,-60.7,0.825,2111.875,1.0,956.75,6.0
738408.0,5132.55,-245.65,0.55,1483.1125,0.5384615384615384,534.4230769230769,6.0
739085.0,1839.35,-193.95,0.6625,2969.9125,0.48717948717948717,827.349358974359,6.0
739375.0,1497.18,-181.55,0.8625,2140.1625,0.75,1282.2916666666665,4.0
774789.0,2292.72,-645.0,0.775,3000.0,0.6666666666666666,1053.0833333333335,0.0
793438.0,889.71,-184.85,1.0,2126.15,0.9198717948717949,618.7884615384615,5.0
794450.0,2041.14,-584.95,0.8125,2383.1625,0.8846153846153846,1123.9711538461538,0.0
812735.0,1292.85,-148.2,0.975,2147.05,0.8782051282051282,704.573717948718,5.0
816404.0,1913.11,-21.45,0.5,466.4875,0.6506410256410257,700.8173076923076,0.0
818967.0,2413.5,-1584.45,0.95,2330.6125,0.5961538461538461,911.0608974358975,4.0
819142.0,1318.72,-175.1,0.95,2382.8625,0.9615384615384616,840.9967948717949,5.0
819705.0,2505.32,-174.05,0.65,2412.45,0.5160256410256411,765.7211538461538,0.0
823460.0,1422.99,-65.0,0.6375,2950.9125,0.12179487179487179,608.4198717948718,4.0
840021.0,1140.91,-108.25,0.3625,294.875,0.5833333333333333,894.5,4.0
844810.0,1408.72,-295.6,0.875,2586.5,0.5256410256410257,621.676282051282,5.0
847759.0,2358.64,-177.85,0.85,2399.7875,0.6891025641025641,1433.5833333333335,6.0
852903.0,1372.08,-166.5,0.7875,2836.4875,0.47756410256410253,626.6025641025641,4.0
855028.0,1716.63,-266.0,0.95,2015.5625,0.8782051282051282,770.9615384615385,6.0
864636.0,1299.51,-148.55,0.8625,2116.8875,0.7692307692307692,884.0769230769231,7.0
865667.0,1821.44,-101.75,0.7375,2819.775,0.0,4000.0,0.0
866118.0,1183.06,-50.5,0.975,2128.575,0.8461538461538461,769.3461538461538,5.0
867257.0,3492.33,-28.65,0.725,2296.1625,0.5416666666666666,1270.5416666666667,0.0
869019.0,3053.73,-853.5,0.4,801.125,0.6025641025641025,1003.8397435897436,0.0
873417.0,1146.0,38.75,0.9375,2339.6625,0.6762820512820513,874.9230769230769,6.0
